ld_file path,new_file path,commit SHA,parent commit SHA,commit message,diff_hist¹,old_file_MCC,new_file_MCC
manimlib/shaders/quadratic_bezier_fill/vert.glsl,manimlib/shaders/quadratic_bezier_fill/vert.glsl,c0b3c246de2965fc847d953a9fe2f0466b8af6f9,ae42f6244e77d858438af6d0483a4088410f9c19,"Revert ""Revert ""Go back to fill shader tracing vertex index manually""""

This reverts commit 387de61119ea13b63d68c8e56a776717b99f2a8c.","{'added': [(8, 'in float vert_index;'), (22, '    v_vert_index = vert_index;')], 'deleted': [(21, '    // Implicit conversion from int to float'), (22, '    v_vert_index = gl_VertexID;')]}",,
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,a8fb05a44aa75fe82048da9d87cbd5f6ffdd98c5,c0b3c246de2965fc847d953a9fe2f0466b8af6f9,"Don't use index buffer for fill

It turns out to be strangely slower","{'added': [(1155, '        self.fill_shader_wrapper.vert_indices = self.get_fill_shader_vert_indices()[self.get_triangulation()]')], 'deleted': [(1137, ""            vert_indices=np.zeros(0, dtype='i4'),""), (1156, '        self.fill_shader_wrapper.vert_indices = self.get_fill_shader_vert_indices()'), (1157, '        self.fill_shader_wrapper.vert_data = self.get_fill_shader_data()')]}",260,260
manimlib/utils/space_ops.py,manimlib/utils/space_ops.py,1a8e923ef2704bd28413375298f6ba8344cc5086,a8fb05a44aa75fe82048da9d87cbd5f6ffdd98c5,Small speed ups,"{'added': [(137, '    atol = 1e-8'), (138, '    if get_norm(v1 - v2) < atol:'), (140, '    axis = cross(v1, v2)'), (141, '    if get_norm(axis) < atol:'), (143, '        axis = cross(v1, RIGHT)'), (144, '    if get_norm(axis) < atol:'), (146, '        axis = cross(v1, UP)'), (161, '    return math.atan2(vector[1], vector[0])')], 'deleted': [(137, '    if np.isclose(v1, v2).all():'), (139, '    axis = np.cross(v1, v2)'), (140, '    if np.isclose(axis, [0, 0, 0]).all():'), (142, '        axis = np.cross(v1, RIGHT)'), (143, '    if np.isclose(axis, [0, 0, 0]).all():'), (145, '        axis = np.cross(v1, UP)'), (160, '    return np.angle(complex(*vector[:2]))')]}",82,82
manimlib/scene/scene.py,manimlib/scene/scene.py,1708fbd672c76d8b3b952d5b730e1d1bd42f3701,bf5d587204143d036656c2fa64894d5ac1336098,Updated tqdm to support also notebooks,"{'added': [(16, 'from tqdm.auto import tqdm as ProgressDisplay')], 'deleted': [(16, 'from tqdm import tqdm as ProgressDisplay')]}",213,213
manimlib/scene/scene_file_writer.py,manimlib/scene/scene_file_writer.py,1708fbd672c76d8b3b952d5b730e1d1bd42f3701,bf5d587204143d036656c2fa64894d5ac1336098,Updated tqdm to support also notebooks,"{'added': [(11, 'from tqdm.auto import tqdm as ProgressDisplay')], 'deleted': [(11, 'from tqdm import tqdm as ProgressDisplay')]}",89,89
manimlib/utils/space_ops.py,manimlib/utils/space_ops.py,1708fbd672c76d8b3b952d5b730e1d1bd42f3701,bf5d587204143d036656c2fa64894d5ac1336098,Updated tqdm to support also notebooks,"{'added': [(11, 'from tqdm.auto import tqdm as ProgressDisplay')], 'deleted': [(11, 'from tqdm import tqdm as ProgressDisplay')]}",82,82
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,7d90a82317aaaac2b7bf293863d19f4dcb72b069,1a8e923ef2704bd28413375298f6ba8344cc5086,Fix fill shader vert data,"{'added': [(1155, '        self.fill_shader_wrapper.vert_data = self.get_fill_shader_data()[self.get_triangulation()]')], 'deleted': [(1155, '        self.fill_shader_wrapper.vert_indices = self.get_fill_shader_vert_indices()[self.get_triangulation()]')]}",260,260
manimlib/shaders/quadratic_bezier_stroke/geom.glsl,manimlib/shaders/quadratic_bezier_stroke/geom.glsl,04fd50491e6de07238301e74d97310a5257c4331,7d90a82317aaaac2b7bf293863d19f4dcb72b069,More consistent corners computation for stroke geom shader,"{'added': [(104, '    // Add correction for sharp angles to prevent weird bevel effects'), (105, '    float thresh = 0.8 * PI;'), (106, '    if(angle_from_prev > thresh) buff0 *= sin(angle_from_prev) / sin(thresh);'), (107, '    if(angle_to_next > thresh) buff2 *= sin(angle_to_next) / sin(thresh);'), (108, ''), (109, '    // Peperndicular vectors to the left of the curve'), (110, '    vec2 p0_perp = buff0 * vec2(-v01.y, v01.x);'), (111, '    vec2 p2_perp = buff2 * vec2(-v12.y, v12.x);'), (112, '    vec2 p1_perp = 0.5 * (p0_perp + p2_perp);'), (113, ''), (115, '    vec2 c0 = p0 + p0_perp;'), (116, '    vec2 c1 = p0 - p0_perp;'), (117, '    vec2 c2 = p1 + p1_perp;'), (118, '    vec2 c3 = p1 - p1_perp;'), (119, '    vec2 c4 = p2 + p2_perp;'), (120, '    vec2 c5 = p2 - p2_perp;'), (121, '    float cross_prod = cross2d(v01, v12);'), (122, '    if(cross_prod > 0.0){ // Positive orientation'), (123, '        c2 = 0.5 * (c0 + c4);'), (124, '    }else if(cross_prod < 0.0){'), (125, '        c3 = 0.5 * (c1 + c5);'), (126, '    }'), (129, '    create_joint(angle_from_prev, v01, buff0, c1, c1, c0, c0);'), (130, '    create_joint(angle_to_next, -v12, buff2, c5, c5, c4, c4);')], 'deleted': [(101, '    float cross_prod = cross2d(v01, v12);'), (102, '    float sgn = (cross_prod >= 0.0 || bool(is_linear)) ? 1.0 : -1.0;'), (103, '    vec2 p0_perp = sgn * vec2(-v01.y, v01.x);  // Pointing to the inside of the curve from p0'), (104, '    vec2 p2_perp = sgn * vec2(-v12.y, v12.x);  // Pointing to the inside of the curve from p2'), (105, ''), (110, '    vec2 c0 = p0 - buff0 * p0_perp;'), (111, '    vec2 c1 = p0 + buff0 * p0_perp;'), (112, '    vec2 c2 = p1 - 0.5 * (buff0 * p0_perp + buff2 * p2_perp);'), (113, '    // c3 needs to be defined after c5'), (114, '    vec2 c4 = p2 - buff2 * p2_perp;'), (115, '    vec2 c5 = p2 + buff2 * p2_perp;'), (116, '    vec2 c3 = 0.5 * (c1 + c5);'), (119, '    create_joint(angle_from_prev, v01, buff0, c0, c0, c1, c1);'), (120, '    create_joint(angle_to_next, -v12, buff2, c4, c4, c5, c5);')]}",,
manimlib/shaders/inserts/get_xy_to_uv.glsl,manimlib/shaders/inserts/get_xy_to_uv.glsl,f3e91db5818723b1d996439f755e82de3563b821,04fd50491e6de07238301e74d97310a5257c4331,Small comment change,"{'added': [(70, '    // Portions of the parabola y = x^2 where abs(x) exceeds'), (71, '    // this value are treated as straight lines.'), (72, '    float thresh = 2.0;')], 'deleted': [(70, '    // Portions of the parabola y = x^2 where x exceeds this value are just'), (71, '    // treated as straight lines.'), (72, '    float thresh = 2.0;')]}",,
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,ab30f085b42bd9356385d4d4cc417aad054f5ec2,f3e91db5818723b1d996439f755e82de3563b821,Simpler VMobject.get_num_curves,"{'added': [(686, '        return len(self.data[""points""]) // 2')], 'deleted': [(686, '        return max((len(self.get_points()) - 1) // 2, 0)')]}",260,260
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,9320dad45fab8462b3ebcf5df1345368c809f555,ab30f085b42bd9356385d4d4cc417aad054f5ec2,Have get_subpath_end_indices_from_points ask for exact equality between h and a0,"{'added': [(659, '        a0, h, a1 = points[0:-1:2], points[1::2], points[2::2]'), (661, '        is_end = (a0 == h).all(1) & (np.linalg.norm(h - a1, axis=1) > atol)'), (1003, '        indices = np.arange(len(points), dtype=int)')], 'deleted': [(659, '        a0_to_h = points[1::2] - points[0:-1:2]'), (660, '        h_to_a1 = points[2::2] - points[1::2]'), (662, '        is_end = (np.linalg.norm(a0_to_h, axis=1) < atol) & (np.linalg.norm(h_to_a1, axis=1) > atol)'), (985, '        indices = np.arange(len(points), dtype=int)')]}",260,260
manimlib/shaders/quadratic_bezier_stroke/geom.glsl,manimlib/shaders/quadratic_bezier_stroke/geom.glsl,e676bd957bbf06b92650eed17eee3a5e999ab593,9320dad45fab8462b3ebcf5df1345368c809f555,Do inner joint angle computation in geom shader,"{'added': [(56, '    vec2 quot = complex_div(v2, v1);  // Defined in get_xy_to_uv'), (57, '    return sign(quot.x) * atan(quot.y, quot.x);'), (170, '    float angle = angle_between(flat_verts[1] - flat_verts[0], flat_verts[2] - flat_verts[1]);'), (171, '    is_linear = float(abs(angle) < ANGLE_THRESHOLD);')], 'deleted': [(56, '    float abs_angle = acos(clamp(dot(normalize(v1), normalize(v2)), -1.0, 1.0));'), (57, '    float sgn = sign(cross2d(v1, v2));'), (58, '    return sgn * abs_angle;'), (171, '    is_linear = float(abs(v_joint_angle[1]) < ANGLE_THRESHOLD);')]}",,
manimlib/mobject/svg/svg_mobject.py,manimlib/mobject/svg/svg_mobject.py,64578df603e5388b1286bbeeb206daa4a496247e,e676bd957bbf06b92650eed17eee3a5e999ab593,"Don't save SVG Path data to file

It's more trouble than it's worth","{'added': [(26, '    from typing import Tuple'), (27, '    from manimlib.typing import ManimColor, Vect3Array'), (32, 'PATH_TO_POINTS: dict[str, Tuple[Vect3Array, np.ndarray]] = {}'), (310, ""        # will be saved so that future calls for the same pathdon't need to""), (311, '        # retrace the same computation.'), (313, '        if path_string not in PATH_TO_POINTS:'), (321, '            # Save for future use'), (322, '            PATH_TO_POINTS[path_string] = ('), (323, '                self.get_points().copy(),'), (324, '                self.get_triangulation().copy()'), (325, '            )'), (326, '        else:'), (327, '            points, triangulation = PATH_TO_POINTS[path_string]'), (328, '            self.set_points(points)'), (329, '            self.triangulation = triangulation'), (330, '            self.needs_new_triangulation = False'), (331, '')], 'deleted': [(26, '    from manimlib.typing import ManimColor'), (308, '        # will be saved to a file so that future calls for the same path'), (309, ""        # don't need to retrace the same computation.""), (311, '        path_hash = hash_string(path_string)'), (312, '        points_filepath = os.path.join(get_mobject_data_dir(), f""{path_hash}_points.npy"")'), (313, ''), (314, '        if os.path.exists(points_filepath):'), (315, '            self.set_points(np.load(points_filepath))'), (316, '        else:'), (324, '            # Save to a file for future use'), (325, '            np.save(points_filepath, self.get_points())')]}",61,61
manimlib/shaders/quadratic_bezier_stroke/geom.glsl,manimlib/shaders/quadratic_bezier_stroke/geom.glsl,24afb2a24f97c412fc29b6ff6f67fa741f99aa49,c6d3a9646c933625a8e3429f919f27c4541e5d75,Fix angle_between,"{'added': [(55, 'float atan2(float y, float x){'), (56, '    // Normally atan is undefined for x = 0'), (57, '    if(x == 0) return sign(y) * 0.5 * PI;'), (58, '    return atan(y, x);'), (59, '}'), (60, ''), (61, ''), (64, '    return atan2(quot.y, quot.x);')], 'deleted': [(57, '    return sign(quot.x) * atan(quot.y, quot.x);')]}",,
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,a07701e295f57ebb4d639ca3fa1304f29c39d0c1,24afb2a24f97c412fc29b6ff6f67fa741f99aa49,Use triangle strip for stroke shader,"{'added': [(55, '    stroke_shader_folder: str = ""quadratic_bezier_stroke""'), (68, '    fill_render_primitive: int = moderngl.TRIANGLES'), (69, '    stroke_render_primitive: int = moderngl.TRIANGLE_STRIP'), (1139, '            render_primitive=self.fill_render_primitive,'), (1145, '            render_primitive=self.stroke_render_primitive,'), (1161, '        self.stroke_shader_wrapper.vert_data = self.get_stroke_shader_data()'), (1201, '        # Set data array to be one longer than number of points,'), (1202, '        # with a dummy vertex added at the end. This is to ensure'), (1203, '        # it can be safely stacked onto other stroke data arrays.'), (1205, '        n = len(points)'), (1206, '        size = n + 1 if n > 0 else 0'), (1207, '        if len(self.stroke_data) != size:'), (1208, '            self.stroke_data = resize_array(self.stroke_data, size)'), (1209, '        if n == 0:'), (1210, '            return self.stroke_data'), (1211, ''), (1212, '        self.read_data_to_shader(self.stroke_data[:n], ""point"", ""points"")'), (1213, '        self.read_data_to_shader(self.stroke_data[:n], ""color"", ""stroke_rgba"")'), (1214, '        self.read_data_to_shader(self.stroke_data[:n], ""stroke_width"", ""stroke_width"")'), (1216, '        self.read_data_to_shader(self.stroke_data[:n], ""joint_angle"", ""joint_angle"")'), (1218, '        self.stroke_data[-1] = self.stroke_data[-2]')], 'deleted': [(54, '    stroke_shader_folder: str = ""quadratic_bezier_stroke""'), (68, '    render_primitive: int = moderngl.TRIANGLES'), (1138, '            render_primitive=self.render_primitive,'), (1144, '            render_primitive=self.render_primitive,'), (1160, '        self.stroke_shader_wrapper.vert_data = self.get_stroke_shader_data()[self.get_outer_vert_indices()]'), (1201, '        if len(self.stroke_data) != len(points):'), (1202, '            self.stroke_data = resize_array(self.stroke_data, len(points))'), (1203, ''), (1204, '        self.read_data_to_shader(self.stroke_data, ""point"", ""points"")'), (1205, '        self.read_data_to_shader(self.stroke_data, ""color"", ""stroke_rgba"")'), (1206, '        self.read_data_to_shader(self.stroke_data, ""stroke_width"", ""stroke_width"")'), (1208, '        self.read_data_to_shader(self.stroke_data, ""joint_angle"", ""joint_angle"")')]}",262,262
manimlib/shaders/quadratic_bezier_stroke/geom.glsl,manimlib/shaders/quadratic_bezier_stroke/geom.glsl,a07701e295f57ebb4d639ca3fa1304f29c39d0c1,24afb2a24f97c412fc29b6ff6f67fa741f99aa49,Use triangle strip for stroke shader,"{'added': [(29, 'in float v_vert_index[3];'), (144, '    if (int(v_vert_index[0]) % 2 == 1) return;')], 'deleted': []}",,
manimlib/shaders/quadratic_bezier_stroke/vert.glsl,manimlib/shaders/quadratic_bezier_stroke/vert.glsl,a07701e295f57ebb4d639ca3fa1304f29c39d0c1,24afb2a24f97c412fc29b6ff6f67fa741f99aa49,Use triangle strip for stroke shader,"{'added': [(17, 'out float v_vert_index;'), (29, '    v_vert_index = gl_VertexID;')], 'deleted': []}",,
manimlib/camera/camera.py,manimlib/camera/camera.py,9464f83d183fdf1c8352ee5c8b2d2e5e1b1f61fe,a07701e295f57ebb4d639ca3fa1304f29c39d0c1,"Track indices for fill shader, but prevent ibo usage at the Camera level","{'added': [(405, '        # Data buffer'), (406, '        vert_data = shader_wrapper.vert_data'), (407, '        indices = shader_wrapper.vert_indices'), (408, '        if indices is not None:'), (409, '            vert_data = vert_data[indices]'), (410, '        vbo = self.ctx.buffer(vert_data.tobytes())'), (411, '        # For the moment, the index buffer is actually not used,'), (412, '        # since it seems to make the actual render calls meaninfully slower'), (413, '        ibo = None')], 'deleted': [(405, '        # Data buffers'), (406, '        vbo = self.ctx.buffer(shader_wrapper.vert_data.tobytes())'), (407, '        if shader_wrapper.vert_indices is None:'), (408, '            ibo = None'), (409, '        else:'), (410, ""            vert_index_data = shader_wrapper.vert_indices.astype('i4').tobytes()""), (411, '            if vert_index_data:'), (412, '                ibo = self.ctx.buffer(vert_index_data)'), (413, '            else:'), (414, '                ibo = None')]}",91,91
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,9464f83d183fdf1c8352ee5c8b2d2e5e1b1f61fe,a07701e295f57ebb4d639ca3fa1304f29c39d0c1,"Track indices for fill shader, but prevent ibo usage at the Camera level","{'added': [(1137, ""            vert_indices=np.zeros(0, dtype='i4'),""), (1156, '        self.fill_shader_wrapper.vert_data = self.get_fill_shader_data()'), (1157, '        self.fill_shader_wrapper.vert_indices = self.get_triangulation()')], 'deleted': [(1155, '        self.fill_shader_wrapper.vert_data = self.get_fill_shader_data()[self.get_triangulation()]')]}",262,262
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,644ea41443253c4ce9183d9d1c43c765ab7039a6,9464f83d183fdf1c8352ee5c8b2d2e5e1b1f61fe,Default to simpler quadratic approximation of cubic beziers,"{'added': [(23, 'from manimlib.utils.bezier import find_intersection'), (91, '        allow_cubic_to_quad_approx: bool = True,'), (106, '        self.allow_cubic_to_quad_approx = allow_cubic_to_quad_approx'), (461, '        anchor: Vect3,'), (467, '        last = self.get_last_point()'), (468, '        # If the two relevant tangents are close in angle to each other,'), (469, '        # then just approximate with a single quadratic bezier curve.'), (470, '        # Otherwise, approximate with two'), (471, '        v1 = handle1 - last'), (472, '        v2 = anchor - handle2'), (473, '        angle = angle_between_vectors(v1, v2)'), (474, '        if self.allow_cubic_to_quad_approx and angle < 45 * DEGREES:'), (475, '            quadratic_approx = [last, find_intersection(last, v1, anchor, -v2), anchor]'), (476, '        else:'), (477, '            quadratic_approx = get_quadratic_approximation_of_cubic('), (478, '                last, handle1, handle2, anchor'), (479, '            )')], 'deleted': [(458, '        anchor: Vect3'), (464, '        quadratic_approx = get_quadratic_approximation_of_cubic('), (465, '            self.get_last_point(), handle1, handle2, anchor'), (466, '        )')]}",264,264
manimlib/mobject/svg/svg_mobject.py,manimlib/mobject/svg/svg_mobject.py,9778c3e085394b414a33d78628f22759c03aa6ac,644ea41443253c4ce9183d9d1c43c765ab7039a6,Remove no-longer necessary correction for path ends,"{'added': [], 'deleted': [(332, ''), (349, ''), (350, '        # Get rid of the side effect of trailing ""Z M"" commands.'), (351, '        if self.has_new_path_started():'), (352, '            self.resize_points(self.get_num_points() - 1)')]}",60,60
