old_file path,new_file path,commit SHA,parent commit SHA,commit message,diff_myers,diff_hist,Matches
manimlib/animation/movement.py,manimlib/animation/movement.py,576a26493e5c4d6e5a198630b37c5ad3eb11464c,d8428585f84681055fed8aa3fabfb6ae95e4a0ff,Use quick_point_from_proportion in MoveAlongPath,"[(14, '    from manimlib.mobject.types.vectorized_mobject import VMobject'), (109, '        path: VMobject,'), (117, '        point = self.path.quick_point_from_proportion(alpha)')]","[(108, '        path: Mobject,'), (116, '        point = self.path.point_from_proportion(alpha)')]",No
manimlib/animation/composition.py,manimlib/animation/composition.py,dcb58c1f4fdc20b9832c43852b07604a774c7ac5,576a26493e5c4d6e5a198630b37c5ad3eb11464c,"Remove arg_creator arg from LaggedStartMap

Anything that enables is better done just with LaggedStart",[],"[(170, '        arg_creator: Callable[[Mobject], tuple] | None = None,')]",No
manimlib/utils/space_ops.py,manimlib/utils/space_ops.py,3a05352f73a2fc882af6d8e2badf285aa7b296db,dcb58c1f4fdc20b9832c43852b07604a774c7ac5,Add poly_line_length function,"[(64, 'def poly_line_length(points):'), (65, '    """"""'), (66, '    Return the sum of the lengths between adjacent points'), (67, '    """"""'), (68, '    diffs = points[1:] - points[:-1]'), (69, '    return np.sqrt((diffs**2).sum(1)).sum()'), (70, '')]",[],No
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,c372ef4aaa77925a887b4b086d32feab0b0ff7d9,3a05352f73a2fc882af6d8e2badf285aa7b296db,Faster VMobject.get_arc_length,"[(20, 'from manimlib.utils.bezier import interpolate'), (42, 'from manimlib.utils.space_ops import poly_line_length'), (819, '        if n_sample_points is not None:'), (820, '            points = np.array(['), (821, '                self.quick_point_from_proportion(a)'), (822, '                for a in np.linspace(0, 1, n_sample_points)'), (823, '            ])'), (824, '            return poly_line_length(points)'), (825, '        points = self.get_points()'), (826, '        inner_len = poly_line_length(points[::2])'), (827, '        outer_len = poly_line_length(points)'), (828, '        return interpolate(inner_len, outer_len, 1 / 3)')]","[(817, '        if n_sample_points is None:'), (818, '            n_sample_points = 4 * self.get_num_curves() + 1'), (819, '        points = np.array(['), (820, '            self.point_from_proportion(a)'), (821, '            for a in np.linspace(0, 1, n_sample_points)'), (822, '        ])'), (823, '        diffs = points[1:] - points[:-1]'), (824, '        return sum(map(get_norm, diffs))')]",No
manimlib/shaders/true_dot/frag.glsl,manimlib/shaders/true_dot/frag.glsl,3f2d15986a18d8964bbe714d3f7fa1cf8bfca334,c372ef4aaa77925a887b4b086d32feab0b0ff7d9,Make TrueDot shading in 3d work,"[(8, 'in vec3 point;'), (9, 'in vec3 to_cam;'), (10, 'in vec3 center;'), (11, 'in float radius;'), (12, 'in vec2 uv_coords;'), (20, '    float r = length(uv_coords.xy);'), (21, '    if(r > 1.0) discard;'), (30, '        vec3 point_3d = point + radius * sqrt(1 - r * r) * to_cam;'), (31, '        vec3 normal = normalize(point_3d - center);'), (32, '        frag_color = finalize_color(frag_color, point_3d, normal);')]","[(8, 'in vec3 v_point;'), (16, '    vec2 vect = 2.0 * gl_PointCoord.xy - vec2(1.0);'), (17, '    float r = length(vect);'), (18, '    if(r > 1.0 + scaled_aaw) discard;'), (27, '        vec3 normal = vec3(vect, sqrt(1 - r * r));'), (28, '        normal = (perspective * vec4(normal, 0.0)).xyz;'), (29, '        frag_color = finalize_color(frag_color, v_point, normal);')]",No
N/A,manimlib/shaders/true_dot/geom.glsl,3f2d15986a18d8964bbe714d3f7fa1cf8bfca334,c372ef4aaa77925a887b4b086d32feab0b0ff7d9,Make TrueDot shading in 3d work,"[(1, '#version 330'), (2, ''), (3, 'layout (points) in;'), (4, 'layout (triangle_strip, max_vertices = 4) out;'), (5, ''), (6, 'uniform float pixel_size;'), (7, 'uniform float anti_alias_width;'), (8, 'uniform float frame_scale;'), (9, 'uniform vec3 camera_position;'), (10, ''), (11, 'in vec3 v_point[1];'), (12, 'in float v_radius[1];'), (13, 'in vec4 v_rgba[1];'), (14, ''), (15, 'out vec4 color;'), (16, 'out float scaled_aaw;'), (17, 'out vec3 point;'), (18, 'out vec3 to_cam;'), (19, 'out vec3 center;'), (20, 'out float radius;'), (21, 'out vec2 uv_coords;'), (22, ''), (23, '#INSERT emit_gl_Position.glsl'), (24, ''), (25, 'void main(){'), (26, '    color = v_rgba[0];'), (27, '    radius = v_radius[0];'), (28, '    center = v_point[0];'), (29, '    scaled_aaw = (anti_alias_width * pixel_size) / v_radius[0];'), (30, ''), (31, '    to_cam = normalize(camera_position - v_point[0]);'), (32, '    vec3 right = v_radius[0] * normalize(cross(vec3(0, 1, 1), to_cam));'), (33, '    vec3 up = v_radius[0] * normalize(cross(to_cam, right));'), (34, ''), (35, '    for(int i = -1; i < 2; i += 2){'), (36, '        for(int j = -1; j < 2; j += 2){'), (37, '            point = v_point[0] + i * right + j * up;'), (38, '            uv_coords = vec2(i, j);'), (39, '            emit_gl_Position(point);'), (40, '            EmitVertex();'), (41, '        }'), (42, '    }'), (43, '    EndPrimitive();'), (44, '}')]",[],No
manimlib/shaders/true_dot/vert.glsl,manimlib/shaders/true_dot/vert.glsl,3f2d15986a18d8964bbe714d3f7fa1cf8bfca334,c372ef4aaa77925a887b4b086d32feab0b0ff7d9,Make TrueDot shading in 3d work,"[(8, 'out float v_radius;'), (9, 'out vec4 v_rgba;'), (14, '    v_radius = radius;'), (15, '    v_rgba = rgba;')]","[(3, 'uniform float pixel_size;'), (4, 'uniform float anti_alias_width;'), (5, ''), (10, 'out vec4 color;'), (11, 'out float scaled_aaw;'), (13, 'out vec3 light_pos;'), (15, '#INSERT emit_gl_Position.glsl'), (19, '    color = rgba;'), (20, '    scaled_aaw = (anti_alias_width * pixel_size) / radius;'), (21, ''), (22, '    emit_gl_Position(point);'), (23, '    float z = -10 * gl_Position.z;'), (24, '    float scaled_radius = radius * 1.0 / (1.0 - z);'), (25, '    gl_PointSize = 2 * ((scaled_radius / pixel_size) + anti_alias_width);')]",No
manimlib/mobject/svg/drawings.py,manimlib/mobject/svg/drawings.py,a79d4a862f016e82d234d28eccd0510804f882f8,3f2d15986a18d8964bbe714d3f7fa1cf8bfca334,Keep track of dots in DieFace,"[(625, '        self.dots = arrangement')]",[],No
manimlib/mobject/number_line.py,manimlib/mobject/number_line.py,1eb819363d1e17c79df52d25bec752c1975387a7,a79d4a862f016e82d234d28eccd0510804f882f8,Fix issue with ticks going beyond number line,"[(97, '        result = np.arange(self.x_min, x_max, self.x_step)'), (98, '        return result[result <= self.x_max]')]","[(97, '        return np.arange(self.x_min, x_max, self.x_step)')]",No
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,b216b8f7e399fd8f2adeffd421a787e5ed0a879f,1eb819363d1e17c79df52d25bec752c1975387a7,Reset default in set_style to stroke_background = False,"[(239, '        stroke_background: bool = False,')]","[(239, '        stroke_background: bool = True,')]",No
manimlib/animation/creation.py,manimlib/animation/creation.py,6d0b58659732976e2e78709ac4bbe77439a82a90,b216b8f7e399fd8f2adeffd421a787e5ed0a879f,Prevent index out of range error for ShowSubmobjectsOneByOne,"[(15, 'from manimlib.utils.simple_functions import clip'), (210, '        index = int(clip(index, 0, len(self.all_submobs) - 1))')]","[(209, '        # N = len(self.all_submobs)')]",No
manimlib/mobject/coordinate_systems.py,manimlib/mobject/coordinate_systems.py,392019fc6ea33700d97cd6c81133e1e3bc60fdf4,6d0b58659732976e2e78709ac4bbe77439a82a90,Specify type in bind_to_graph,"[(242, '        func: Callable[[VectN], VectN],')]","[(242, '        func: Callable[[Vect3], Vect3],')]",No
manimlib/mobject/mobject.py,manimlib/mobject/mobject.py,b644bb51de5b06b564995ae456bc6b0bd95ced52,392019fc6ea33700d97cd6c81133e1e3bc60fdf4,Update submobjects before parents,"[(793, '        if recurse:'), (794, '            for submob in self.submobjects:'), (795, '                submob.update(dt, recurse)')]","[(797, '        if recurse:'), (798, '            for submob in self.submobjects:'), (799, '                submob.update(dt, recurse)')]",No
manimlib/utils/tex.py,manimlib/utils/tex.py,d1e2a7a157a7ea5076cd4ab3c6167ba749e51507,b644bb51de5b06b564995ae456bc6b0bd95ced52,Make sure \text{...} is counted correctly in num_tex_symbols,"[(19, '        for s in [""begin"", ""end"", ""phantom""]')]","[(19, '        for s in [""begin"", ""end"", ""phantom"", ""text""]')]",No
manimlib/utils/tex_to_symbol_count.py,manimlib/utils/tex_to_symbol_count.py,80fb1a98a92fe2ff9dc875a3ccc1a642a1fcb987,d1e2a7a157a7ea5076cd4ab3c6167ba749e51507,Add \text to TEX_TO_SYMBOL_COUNT,"[(163, '    R""\\text"": 0,')]",[],No
manimlib/mobject/numbers.py,manimlib/mobject/numbers.py,0d415036a93ed15b60c223f0ec8d4c3067bc08af,80fb1a98a92fe2ff9dc875a3ccc1a642a1fcb987,Ensure exact integers are displays for large values in Integer,"[(101, '        if self.num_decimal_places == 0 and isinstance(number, float):'), (102, '            number = int(number)'), (154, '            f"".{ndp}f"" if ndp > 0 else ""d"",')]","[(152, '            f"".{ndp}f"",')]",No
manimlib/mobject/shape_matchers.py,manimlib/mobject/shape_matchers.py,6b24860bbfa3f46d6363c51e068f6726f2e756bb,0d415036a93ed15b60c223f0ec8d4c3067bc08af,Tweak default configuration for Underline,"[(113, '        stretch_factor=1.2,'), (123, '        self.set_stroke(stroke_color, stroke_width)'), (124, '        self.set_width(mobject.get_width() * stretch_factor)')]","[(122, '        self.match_width(mobject)')]",No
manimlib/mobject/svg/drawings.py,manimlib/mobject/svg/drawings.py,de8e9e5ec1f2c8b43ba536f8c72ea8625a58ae11,6b24860bbfa3f46d6363c51e068f6726f2e756bb,Fix error with setting bubble direction,"[(361, '        self.direction = LEFT  # Possibly updated below by self.flip()'), (383, '        self.content = VMobject()'), (406, '    def pin_to(self, mobject, auto_flip=False):'), (409, '        if want_to_flip and auto_flip:')]","[(361, '        self.direction = direction'), (383, '        self.content = Mobject()'), (406, '    def pin_to(self, mobject):'), (409, '        if want_to_flip:')]",No
manimlib/utils/bezier.py,manimlib/utils/bezier.py,3b2904b4c7b27e11963df1a6def6d06f49670a30,d8428585f84681055fed8aa3fabfb6ae95e4a0ff,Correction of indices,"[(216, '        return np.array([anchors[0], anchors.mean(0), anchors[1]])')]","[(216, '        return np.array([anchors[0], anchors.mean(1), anchors[2]])')]",No
docs/source/getting_started/installation.rst,docs/source/getting_started/installation.rst,71ab276e057cb6c64f136084c316415797ee6618,d8428585f84681055fed8aa3fabfb6ae95e4a0ff,"Update installation.rst added FFmpeg install

Added how to install ffmpeg","[(14, 'Install FFmpeg'), (15, '--------------'), (16, ''), (17, ''), (18, ''), (19, 'Install FFmpeg Windows'), (20, '------------------------'), (21, '.. code-block:: cmd'), (22, ''), (23, '   choco install ffmpeg'), (24, ''), (25, ''), (26, '# Install FFmepeg Linux'), (27, '----------------------------'), (28, '.. code-block:: sh'), (29, ''), (30, '   $ sudo apt update'), (31, '   $ sudo apt install ffmpeg'), (32, '   $ ffmpeg -version'), (33, ''), (34, '# Install FFmpeg MacOS'), (35, '----------------------------'), (36, '- Download This ZIP file `https://www.gyan.dev/ffmpeg/builds/ffmpeg-git-full.7z`(if the link is not working download this zip file from there original website)'), (37, ''), (38, ''), (39, '')]",[],No
manimlib/animation/indication.py,manimlib/animation/indication.py,f33b8d1d2f9d37e51eff4ec113373f0c3948d17d,de8e9e5ec1f2c8b43ba536f8c72ea8625a58ae11,Add stretch_factor in FlashUnder Underline,"[(281, '        return Underline(mobject, buff=buff, stretch_factor=1.0)')]","[(281, '        return Underline(mobject, buff=buff)')]",No
manimlib/animation/indication.py,manimlib/animation/indication.py,5d9a7f49e638a43823966b80efb0fb85ffc9fa7f,f33b8d1d2f9d37e51eff4ec113373f0c3948d17d,Add taper_width argument to FlashAround,"[(261, '        taper_width: float = 0.0,'), (274, '        super().__init__(path, time_width=time_width, taper_width=taper_width, **kwargs)')]","[(273, '        super().__init__(path, time_width=time_width, **kwargs)')]",No
manimlib/mobject/coordinate_systems.py,manimlib/mobject/coordinate_systems.py,16f5890fd3c18a1e4594345b9d8b6b972c96b3ed,5d9a7f49e638a43823966b80efb0fb85ffc9fa7f,"Add CoordianteSystem.get_area_under_graph

This is not perfect, since one could optionally add a different color for negative area.","[(25, 'from manimlib.utils.bezier import inverse_interpolate'), (402, '    def get_area_under_graph(self, graph, x_range, fill_color=BLUE, fill_opacity=0.5):'), (403, '        if not hasattr(graph, ""x_range""):'), (404, '            raise Exception(""Argument `graph` must have attribute `x_range`"")'), (405, ''), (406, '        alpha_bounds = ['), (407, '            inverse_interpolate(*graph.x_range, x)'), (408, '            for x in x_range'), (409, '        ]'), (410, '        sub_graph = graph.copy()'), (411, '        sub_graph.pointwise_become_partial(graph, *alpha_bounds)'), (412, '        sub_graph.add_line_to(self.c2p(x_range[1], 0))'), (413, '        sub_graph.add_line_to(self.c2p(x_range[0], 0))'), (414, '        sub_graph.add_line_to(sub_graph.get_start())'), (415, ''), (416, '        sub_graph.set_stroke(width=0)'), (417, '        sub_graph.set_fill(fill_color, fill_opacity)'), (418, ''), (419, '        return sub_graph')]","[(401, '    def get_area_under_graph(self, graph, x_range, fill_color=BLUE, fill_opacity=1):'), (402, '        # TODO'), (403, '        pass')]",No
manimlib/mobject/coordinate_systems.py,manimlib/mobject/coordinate_systems.py,ce7422f8af888827229de9f72255bdd115102b88,16f5890fd3c18a1e4594345b9d8b6b972c96b3ed,Add ThreeDAxes.get_graph and .get_parametric_surface,"[(568, '    def get_graph('), (569, '        self,'), (570, '        func,'), (571, '        color=BLUE_E,'), (572, '        opacity=0.9,'), (573, '        u_range=None,'), (574, '        v_range=None,'), (575, '        **kwargs'), (576, '    ) -> ParametricSurface:'), (581, '        u_range = u_range or self.x_range[:2]'), (582, '        v_range = v_range or self.y_range[:2]'), (585, '            u_range=u_range,'), (586, '            v_range=v_range,'), (592, '    def get_parametric_surface('), (593, '        self,'), (594, '        func,'), (595, '        color=BLUE_E,'), (596, '        opacity=0.9,'), (597, '        **kwargs'), (598, '    ) -> ParametricSurface:'), (599, '        surface = ParametricSurface(func, color=color, opacity=opacity, **kwargs)'), (600, '        xu = self.x_axis.get_unit_size()'), (601, '        yu = self.y_axis.get_unit_size()'), (602, '        zu = self.z_axis.get_unit_size()'), (603, '        axes = [self.x_axis, self.y_axis, self.z_axis]'), (604, '        for dim, axis in zip(range(3), axes):'), (605, '            surface.stretch(axis.get_unit_size(), dim, about_point=ORIGIN)'), (606, '        surface.shift(self.get_origin())'), (607, '        return surface'), (608, '')]","[(568, '    def get_graph(self, func, color=BLUE_E, opacity=0.9, **kwargs):'), (575, '            u_range=self.x_range[:2],'), (576, '            v_range=self.y_range[:2],')]",No
manimlib/mobject/mobject.py,manimlib/mobject/mobject.py,fa1080d59a0717a98bc3892a50d04e57050cb43c,ce7422f8af888827229de9f72255bdd115102b88,Be sure reverse_points changes data in place,"[(227, '            mob.data[:] = mob.data[::-1]')]","[(227, '            mob.data = mob.data[::-1]')]",No
manimlib/mobject/mobject.py,manimlib/mobject/mobject.py,f01b990c2ea19eeca9ab1fce38cf8f05ce399da5,fa1080d59a0717a98bc3892a50d04e57050cb43c,Add default Mobject.match_style,"[(1601, '    def match_style(self, mobject: Mobject) -> Self:'), (1602, '        self.set_color(mobject.get_color())'), (1603, '        self.set_opacity(mobject.get_opacity())'), (1604, '        self.set_shading(*mobject.get_shading())'), (1605, '        return self'), (1606, '')]",[],No
manimlib/mobject/svg/drawings.py,manimlib/mobject/svg/drawings.py,63f6e9d84ff5685e78dc923e401ac980202263cb,f01b990c2ea19eeca9ab1fce38cf8f05ce399da5,Add Dartboard,"[(4, 'import itertools as it'), (18, 'from manimlib.constants import GREEN_E'), (31, 'from manimlib.constants import RED_E'), (42, 'from manimlib.constants import TAU'), (51, 'from manimlib.mobject.geometry import AnnularSector'), (597, '        dot_color: ManimColor = WHITE,'), (632, ''), (633, ''), (634, 'class Dartboard(VGroup):'), (635, '    radius = 3'), (636, '    n_sectors = 20'), (637, ''), (638, '    def __init__(self, **kwargs):'), (639, '        super().__init__(**kwargs)'), (640, '        n_sectors = self.n_sectors'), (641, '        angle = TAU / n_sectors'), (642, ''), (643, '        segments = VGroup(*['), (644, '            VGroup(*['), (645, '                AnnularSector('), (646, '                    inner_radius=in_r,'), (647, '                    outer_radius=out_r,'), (648, '                    start_angle=n * angle,'), (649, '                    angle=angle,'), (650, '                    fill_color=color,'), (651, '                )'), (652, '                for n, color in zip('), (653, '                    range(n_sectors),'), (654, '                    it.cycle(colors)'), (655, '                )'), (656, '            ])'), (657, '            for colors, in_r, out_r in ['), (658, '                ([GREY_B, GREY_E], 0, 1),'), (659, '                ([GREEN_E, RED_E], 0.5, 0.55),'), (660, '                ([GREEN_E, RED_E], 0.95, 1),'), (661, '            ]'), (662, '        ])'), (663, '        segments.rotate(-angle / 2)'), (664, '        bullseyes = VGroup(*['), (665, '            Circle(radius=r)'), (666, '            for r in [0.07, 0.035]'), (667, '        ])'), (668, '        bullseyes.set_fill(opacity=1)'), (669, '        bullseyes.set_stroke(width=0)'), (670, '        bullseyes[0].set_color(GREEN_E)'), (671, '        bullseyes[1].set_color(RED_E)'), (672, ''), (673, '        self.bullseye = bullseyes[1]'), (674, '        self.add(*segments, *bullseyes)'), (675, '        self.scale(self.radius)')]","[(582, ''), (593, '        dot_color: ManimColor = BLUE_B,')]",No
manimlib/mobject/types/surface.py,manimlib/mobject/types/surface.py,bae3b98c0bd4a718f552ca2e46f8a6f0c2678e48,63f6e9d84ff5685e78dc923e401ac980202263cb,Fixes to Surface,"[(133, '        if len(indices) == 0:'), (134, '            return np.zeros((3, 0))'), (136, '        left = indices - 1'), (138, '        up = indices - nv'), (139, '        down = indices + nv'), (171, ""            smobject.data['point'], a, b,""), (188, '        points = points.reshape(resolution).copy()')]","[(134, '        left  = indices - 1'), (136, '        up    = indices - nv'), (137, '        down  = indices + nv'), (169, ""            self.data['point'], a, b,""), (186, '        points = points.reshape(resolution)')]",No
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,6f8ea7433d72ea38ac379c5d663ca61d17c36264,bae3b98c0bd4a718f552ca2e46f8a6f0c2678e48,Small formatting tweaks,"[(428, '        recurse: bool = True'), (439, '        recurse: bool = True')]","[(428, '        recurse: bool=True'), (439, '        recurse: bool=True')]",No
manimlib/mobject/types/vectorized_mobject.py,manimlib/mobject/types/vectorized_mobject.py,3e641119526b079d667ee21830b58710ae7e5016,6f8ea7433d72ea38ac379c5d663ca61d17c36264,Change default on VMobject to no depth test,"[(441, '        super().deactivate_depth_test(recurse)')]","[(441, '        super().apply_depth_test(recurse)')]",No
manimlib/scene/scene.py,manimlib/scene/scene.py,cb02066f22a12f2c2a95e89d29c25936e384329c,3e641119526b079d667ee21830b58710ae7e5016,"Add always_depth_test option to ThreeDScene, default to true","[(1024, '    always_depth_test = True'), (1028, '            if set_depth_test and not mob.is_fixed_in_frame() and self.always_depth_test:')]","[(1027, '            if set_depth_test and not mob.is_fixed_in_frame():')]",No
manimlib/scene/scene_file_writer.py,manimlib/scene/scene_file_writer.py,162fd4a92be68018eea9434d3e1644cc3266c70e,cb02066f22a12f2c2a95e89d29c25936e384329c,"Change defaults for where videos are saved

Save them directly to the relevant output directory, rather than to a ""videos"" subdirectory within it.","[(45, '        subdirectory_for_videos: bool = False,'), (67, '        self.subdirectory_for_videos = subdirectory_for_videos'), (93, '            if self.subdirectory_for_videos:'), (94, '                movie_dir = guarantee_existence(os.path.join(out_dir, ""videos""))'), (95, '            else:'), (96, '                movie_dir = guarantee_existence(out_dir)')]","[(91, '            movie_dir = guarantee_existence(os.path.join(out_dir, ""videos""))')]",No
manimlib/scene/scene_file_writer.py,manimlib/scene/scene_file_writer.py,0609c1bfa85295d94f4f45200d644a72315a9f42,162fd4a92be68018eea9434d3e1644cc3266c70e,Change default saturation and gamma to each be 1,"[(53, '        saturation: float = 1.0,'), (54, '        gamma: float = 1.0,')]","[(53, '        saturation: float = 1.7,'), (54, '        gamma: float = 1.2,')]",No
manimlib/shader_wrapper.py,manimlib/shader_wrapper.py,21d20541b5167c0ec73c66e942fbb9c37bbe74c7,0609c1bfa85295d94f4f45200d644a72315a9f42,Add texture_names_to_ids to ShaderWrapper,"[(59, '        self.texture_names_to_ids = dict()'), (86, '        self.texture_names_to_ids = {'), (227, '        for uniforms in [self.mobject_uniforms, camera_uniforms, self.texture_names_to_ids]:'), (228, '            for name, value in uniforms.items():'), (229, '                set_program_uniform(self.program, name, value)')]","[(85, '        names_to_ids = {'), (89, '        self.update_program_uniforms(names_to_ids)'), (227, '        for name, value in (*self.mobject_uniforms.items(), *camera_uniforms.items()):'), (228, '            set_program_uniform(self.program, name, value)')]",No
manimlib/utils/shaders.py,manimlib/utils/shaders.py,4f42ebeb4f7ecb6b2a45319e290f4aa33373400e,21d20541b5167c0ec73c66e942fbb9c37bbe74c7,Small formatting tweaks,"[(59, ') -> moderngl.Program:'), (77, '')]","[(59, '    ) -> moderngl.Program:'), (77, ''), (137, '')]",No
manimlib/mobject/numbers.py,manimlib/mobject/numbers.py,7ff45b46378fd6a364cddbbd940b940f0b1fc45b,4f42ebeb4f7ecb6b2a45319e290f4aa33373400e,Having changing decimal match fixed_in_frame status,"[(174, '        self.fix_in_frame(self._is_fixed_in_frame)')]",[],No
manimlib/animation/animation.py,manimlib/animation/animation.py,c65b7242e43df4720cf803ef5ab5b127b9b72766,d8428585f84681055fed8aa3fabfb6ae95e4a0ff,Remove duplicate items,"[(122, '        items = list(filter('), (126, '        items = list(set(items))'), (127, '        return items')]","[(122, '        return list(filter(')]",No
manimlib/animation/creation.py,manimlib/animation/creation.py,7954ba14ef2fbd90f68e501ee833e2530ea082b1,7ff45b46378fd6a364cddbbd940b940f0b1fc45b,Use rate_function appropriately in ShowIncreasingSubsets,"[(193, '        alpha = self.rate_func(alpha)')]",[],No
manimlib/mobject/coordinate_systems.py,manimlib/mobject/coordinate_systems.py,2337be2318b1a28e0dd6a94266979271cd76d70a,7954ba14ef2fbd90f68e501ee833e2530ea082b1,Remove num_sampled_graph_points_per_tick in Axes __init__,"[(440, '        kwargs.pop(""num_sampled_graph_points_per_tick"", None)')]",[],No
